mean_test_f1_macro	mean_test_precision_macro	mean_test_recall_macro	param_activation	param_batch_size	param_epochs	param_conv_activation	param_conv_l2_regularizer	param_dense_activation	param_dense_l2_regularizer	param_dropout_rate	param_filters	param_kernel_size	param_loss_function	param_optimizer	param_units
0.9026001363390341	0.9051770968118266	0.9062328804337131	sigmoid	64	25	relu	0.01	relu	0.01	0.6	320	5	binary_crossentropy	nadam	256
0.9142233934711922	0.9143218443856962	0.9158617170069332	sigmoid	64	25	relu	0.01	relu	0.01	0.6	320	5	binary_crossentropy	nadam	64
0.9144911938276662	0.9186887881383563	0.914626884404176	sigmoid	64	25	relu	0.01	relu	0.01	0.6	320	5	binary_crossentropy	nadam	16
0.8931582804899711	0.8997516551367503	0.8909910680810516	sigmoid	64	25	relu	0.01	relu	0.01	0.6	320	3	binary_crossentropy	nadam	256
0.9131535583375411	0.9152646832024101	0.912021473486457	sigmoid	64	25	relu	0.01	relu	0.01	0.6	320	3	binary_crossentropy	nadam	64
0.8959397635841535	0.9125461212352202	0.8882800830573747	sigmoid	64	25	relu	0.01	relu	0.01	0.6	320	3	binary_crossentropy	nadam	16
0.9160235749609063	0.9185726641390529	0.913749351210605	sigmoid	64	25	relu	0.01	relu	0.01	0.6	64	5	binary_crossentropy	nadam	256
0.899092782015728	0.9021344721408064	0.8972220432422592	sigmoid	64	25	relu	0.01	relu	0.01	0.6	64	5	binary_crossentropy	nadam	64
0.9111778680926476	0.9139394345523809	0.9120505059494517	sigmoid	64	25	relu	0.01	relu	0.01	0.6	64	5	binary_crossentropy	nadam	16
0.9156854848386851	0.9206957260567874	0.911749351210605	sigmoid	64	25	relu	0.01	relu	0.01	0.6	64	3	binary_crossentropy	nadam	256
0.9109565233623595	0.9145084533820074	0.9103203029763243	sigmoid	64	25	relu	0.01	relu	0.01	0.6	64	3	binary_crossentropy	nadam	64
0.9192135257166384	0.9227952873510781	0.9168367250587839	sigmoid	64	25	relu	0.01	relu	0.01	0.6	64	3	binary_crossentropy	nadam	16
0.8911931807927084	0.8894582395735838	0.894586782981999	sigmoid	64	50	relu	0.01	relu	0.01	0.6	320	5	binary_crossentropy	nadam	256
0.9018264906905251	0.9089004398591023	0.8999036363096576	sigmoid	64	50	relu	0.01	relu	0.01	0.6	320	5	binary_crossentropy	nadam	64
